file,total_tokens,hit_tokens,static_prefix_tokens,cache_hit_ratio,static_prefix_ratio,group,error
../../conversations_split_split/conversation_122_011.jsonl,79116,71470,13214,0.9034,0.167,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_012.jsonl,79488,79115,13214,0.9953,0.1662,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_013.jsonl,80251,79487,13214,0.9905,0.1647,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_014.jsonl,86575,80250,13214,0.9269,0.1526,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_015.jsonl,89165,86574,13214,0.9709,0.1482,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_016.jsonl,94556,89164,13214,0.943,0.1397,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_017.jsonl,98487,94555,13214,0.9601,0.1342,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_018.jsonl,101553,98486,13214,0.9698,0.1301,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_019.jsonl,107417,101552,13214,0.9454,0.123,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_020.jsonl,111121,107416,13214,0.9667,0.1189,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_021.jsonl,112088,111120,13214,0.9914,0.1179,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_022.jsonl,112416,112087,13214,0.9971,0.1175,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_023.jsonl,115978,112415,13214,0.9693,0.1139,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_024.jsonl,116392,115977,13214,0.9964,0.1135,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_025.jsonl,116532,116391,13214,0.9988,0.1134,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_026.jsonl,116672,116531,13214,0.9988,0.1133,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_027.jsonl,118876,116671,13214,0.9815,0.1112,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_028.jsonl,131437,118875,13214,0.9044,0.1005,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_029.jsonl,132145,131436,13214,0.9946,0.1,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_030.jsonl,137525,132144,13214,0.9609,0.0961,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_031.jsonl,138073,137524,13214,0.996,0.0957,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_032.jsonl,138608,138072,13214,0.9961,0.0953,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_033.jsonl,139562,138607,13214,0.9932,0.0947,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_034.jsonl,139947,139561,13214,0.9972,0.0944,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_035.jsonl,142436,139946,13214,0.9825,0.0928,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_036.jsonl,144119,142435,13214,0.9883,0.0917,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_037.jsonl,144284,144118,13214,0.9988,0.0916,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_038.jsonl,144923,144283,13214,0.9956,0.0912,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_039.jsonl,145382,144922,13214,0.9968,0.0909,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_040.jsonl,145808,145381,13214,0.9971,0.0906,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_041.jsonl,158011,145807,13214,0.9228,0.0836,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_042.jsonl,158512,158010,13214,0.9968,0.0834,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_043.jsonl,170292,158511,13214,0.9308,0.0776,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_044.jsonl,170592,170291,13214,0.9982,0.0775,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_045.jsonl,170680,170591,13214,0.9995,0.0774,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_046.jsonl,170770,170679,13214,0.9995,0.0774,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_047.jsonl,170860,170769,13214,0.9995,0.0773,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_048.jsonl,170984,170859,13214,0.9993,0.0773,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_049.jsonl,172068,170983,13214,0.9937,0.0768,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_050.jsonl,172720,172067,13214,0.9962,0.0765,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_051.jsonl,172917,172719,13214,0.9989,0.0764,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_052.jsonl,173453,172916,13214,0.9969,0.0762,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_053.jsonl,173988,173452,13214,0.9969,0.0759,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_054.jsonl,180447,173987,13214,0.9642,0.0732,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_122_055.jsonl,180953,180447,13214,0.9972,0.073,fc9a8d1b0804b92c344413b4c22949e3,
../../conversations_split_split/conversation_137_001.jsonl,12629,0,12629,0.0,1.0,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_002.jsonl,23200,12628,12629,0.5443,0.5444,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_003.jsonl,29939,23199,12629,0.7749,0.4218,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_004.jsonl,36507,29938,12629,0.8201,0.3459,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_005.jsonl,38122,36506,12629,0.9576,0.3313,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_006.jsonl,40008,38121,12629,0.9528,0.3157,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_007.jsonl,40913,40007,12629,0.9779,0.3087,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_008.jsonl,42969,40912,12629,0.9521,0.2939,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_009.jsonl,44736,42968,12629,0.9605,0.2823,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_010.jsonl,44934,44735,12629,0.9956,0.2811,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_011.jsonl,45129,44933,12629,0.9957,0.2798,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_012.jsonl,45535,45128,12629,0.9911,0.2773,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_013.jsonl,53094,45534,12629,0.8576,0.2379,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_137_014.jsonl,53437,53094,12629,0.9936,0.2363,081c635ec5bd48782b93cf3eb23b3f0d,
../../conversations_split_split/conversation_133_001.jsonl,12798,0,12798,0.0,1.0,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_002.jsonl,16530,12797,12798,0.7742,0.7742,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_003.jsonl,24025,16529,12798,0.688,0.5327,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_004.jsonl,35616,24024,12798,0.6745,0.3593,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_005.jsonl,38530,35615,12798,0.9243,0.3322,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_006.jsonl,40608,38529,12798,0.9488,0.3152,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_007.jsonl,41627,40607,12798,0.9755,0.3074,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_008.jsonl,42211,41626,12798,0.9861,0.3032,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_009.jsonl,42976,42210,12798,0.9822,0.2978,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_010.jsonl,45587,42975,12798,0.9427,0.2807,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_011.jsonl,46118,45586,12798,0.9885,0.2775,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_012.jsonl,47657,46117,12798,0.9677,0.2685,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_013.jsonl,49557,47656,12798,0.9616,0.2582,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_014.jsonl,50349,49556,12798,0.9842,0.2542,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_015.jsonl,53807,50348,12798,0.9357,0.2379,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_016.jsonl,57492,53806,12798,0.9359,0.2226,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_017.jsonl,66317,57491,12798,0.8669,0.193,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_018.jsonl,66827,66316,12798,0.9924,0.1915,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_019.jsonl,67435,66826,12798,0.991,0.1898,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_020.jsonl,67866,67434,12798,0.9936,0.1886,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_021.jsonl,67998,67865,12798,0.998,0.1882,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_022.jsonl,68226,67997,12798,0.9966,0.1876,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_023.jsonl,91636,68225,12798,0.7445,0.1397,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_024.jsonl,92132,91635,12798,0.9946,0.1389,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_025.jsonl,92329,92131,12798,0.9979,0.1386,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_026.jsonl,92420,92328,12798,0.999,0.1385,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_027.jsonl,92508,92419,12798,0.999,0.1383,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_028.jsonl,92601,92507,12798,0.999,0.1382,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_029.jsonl,92698,92600,12798,0.9989,0.1381,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_030.jsonl,92935,92697,12798,0.9974,0.1377,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_031.jsonl,93259,92934,12798,0.9965,0.1372,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_133_032.jsonl,93962,93259,12798,0.9925,0.1362,57cfcf68ae247ea9ff05f330f32c5962,
../../conversations_split_split/conversation_135_001.jsonl,12831,0,12831,0.0,1.0,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_002.jsonl,18929,12830,12831,0.6778,0.6778,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_003.jsonl,36698,18928,12831,0.5158,0.3496,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_004.jsonl,39683,36697,12831,0.9248,0.3233,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_005.jsonl,43426,39682,12831,0.9138,0.2955,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_006.jsonl,48646,43425,12831,0.8927,0.2638,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_007.jsonl,51929,48645,12831,0.9368,0.2471,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_008.jsonl,56581,51928,12831,0.9178,0.2268,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_009.jsonl,62975,56580,12831,0.8985,0.2037,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_010.jsonl,63478,62974,12831,0.9921,0.2021,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_011.jsonl,64308,63477,12831,0.9871,0.1995,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_012.jsonl,64708,64307,12831,0.9938,0.1983,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_013.jsonl,70743,64707,12831,0.9147,0.1814,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_014.jsonl,73871,70742,12831,0.9576,0.1737,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_015.jsonl,75357,73870,12831,0.9803,0.1703,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_016.jsonl,78402,75356,12831,0.9611,0.1637,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_017.jsonl,78589,78401,12831,0.9976,0.1633,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_018.jsonl,84095,78588,12831,0.9345,0.1526,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_019.jsonl,86127,84094,12831,0.9764,0.149,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_020.jsonl,86712,86126,12831,0.9932,0.148,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_021.jsonl,87502,86711,12831,0.991,0.1466,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_022.jsonl,88111,87501,12831,0.9931,0.1456,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_023.jsonl,88418,88110,12831,0.9965,0.1451,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_024.jsonl,89332,88417,12831,0.9898,0.1436,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_025.jsonl,89896,89331,12831,0.9937,0.1427,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_026.jsonl,90816,89895,12831,0.9899,0.1413,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_027.jsonl,91943,90815,12831,0.9877,0.1396,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_028.jsonl,92228,91942,12831,0.9969,0.1391,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_029.jsonl,92706,92227,12831,0.9948,0.1384,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_030.jsonl,94806,92705,12831,0.9778,0.1353,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_135_031.jsonl,95982,94806,12831,0.9877,0.1337,bcd75827c79bd89f521b5a1b2609e246,
../../conversations_split_split/conversation_128_001.jsonl,13430,0,13430,0.0,1.0,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_002.jsonl,20457,13429,13430,0.6565,0.6565,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_003.jsonl,25002,20456,13430,0.8182,0.5372,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_004.jsonl,42208,25001,13430,0.5923,0.3182,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_005.jsonl,48488,42207,13430,0.8705,0.277,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_006.jsonl,52960,48487,13430,0.9155,0.2536,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_007.jsonl,55121,52959,13430,0.9608,0.2436,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_008.jsonl,57332,55120,13430,0.9614,0.2342,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_009.jsonl,58922,57331,13430,0.973,0.2279,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_010.jsonl,62633,58921,13430,0.9407,0.2144,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_011.jsonl,62797,62632,13430,0.9974,0.2139,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_012.jsonl,69743,62796,13430,0.9004,0.1926,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_013.jsonl,83003,69742,13430,0.8402,0.1618,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_014.jsonl,87137,83002,13430,0.9525,0.1541,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_015.jsonl,90986,87136,13430,0.9577,0.1476,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_016.jsonl,92053,90985,13430,0.9884,0.1459,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_017.jsonl,96081,92052,13430,0.9581,0.1398,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_018.jsonl,96927,96080,13430,0.9913,0.1386,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_019.jsonl,106137,96926,13430,0.9132,0.1265,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_020.jsonl,106846,106136,13430,0.9934,0.1257,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_021.jsonl,107152,106845,13430,0.9971,0.1253,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_022.jsonl,107354,107151,13430,0.9981,0.1251,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_023.jsonl,119709,107353,13430,0.8968,0.1122,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_024.jsonl,120568,119708,13430,0.9929,0.1114,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_025.jsonl,121535,120567,13430,0.992,0.1105,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_026.jsonl,122163,121534,13430,0.9949,0.1099,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_027.jsonl,122974,122162,13430,0.9934,0.1092,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_028.jsonl,125428,122973,13430,0.9804,0.1071,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_029.jsonl,126021,125427,13430,0.9953,0.1066,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_030.jsonl,126672,126020,13430,0.9949,0.106,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_031.jsonl,126835,126671,13430,0.9987,0.1059,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_032.jsonl,130331,126834,13430,0.9732,0.103,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_033.jsonl,133625,130330,13430,0.9753,0.1005,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_034.jsonl,134337,133624,13430,0.9947,0.1,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_035.jsonl,135173,134336,13430,0.9938,0.0994,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_036.jsonl,135560,135172,13430,0.9971,0.0991,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_037.jsonl,136458,135559,13430,0.9934,0.0984,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_038.jsonl,137254,136457,13430,0.9942,0.0978,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_039.jsonl,137909,137253,13430,0.9952,0.0974,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_040.jsonl,138648,137908,13430,0.9947,0.0969,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_041.jsonl,139128,138647,13430,0.9965,0.0965,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_042.jsonl,140257,139127,13430,0.9919,0.0958,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_043.jsonl,141170,140256,13430,0.9935,0.0951,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_044.jsonl,141599,141169,13430,0.997,0.0948,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_045.jsonl,142817,141598,13430,0.9915,0.094,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_046.jsonl,144001,142816,13430,0.9918,0.0933,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_047.jsonl,144724,144000,13430,0.995,0.0928,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_048.jsonl,145341,144723,13430,0.9957,0.0924,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_049.jsonl,145596,145340,13430,0.9982,0.0922,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_050.jsonl,145751,145595,13430,0.9989,0.0921,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_051.jsonl,145872,145750,13430,0.9992,0.0921,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_052.jsonl,146141,145871,13430,0.9982,0.0919,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_053.jsonl,151507,146140,13430,0.9646,0.0886,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_054.jsonl,151725,151506,13430,0.9986,0.0885,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_128_055.jsonl,152367,151725,13430,0.9958,0.0881,3f66b8345237dcb11d9ba2702b818d77,
../../conversations_split_split/conversation_134_001.jsonl,13306,0,13306,0.0,1.0,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_002.jsonl,15117,13305,13306,0.8801,0.8802,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_003.jsonl,22011,15116,13306,0.6867,0.6045,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_004.jsonl,24007,22010,13306,0.9168,0.5543,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_005.jsonl,27401,24006,13306,0.8761,0.4856,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_006.jsonl,29954,27400,13306,0.9147,0.4442,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_007.jsonl,40786,29953,13306,0.7344,0.3262,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_008.jsonl,44600,40785,13306,0.9145,0.2983,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_009.jsonl,47835,44599,13306,0.9324,0.2782,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_010.jsonl,51533,47834,13306,0.9282,0.2582,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_011.jsonl,53652,51532,13306,0.9605,0.248,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_012.jsonl,55942,53651,13306,0.959,0.2379,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_013.jsonl,57601,55941,13306,0.9712,0.231,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_014.jsonl,58022,57600,13306,0.9927,0.2293,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_015.jsonl,61649,58021,13306,0.9412,0.2158,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_016.jsonl,62014,61648,13306,0.9941,0.2146,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_017.jsonl,66820,62013,13306,0.9281,0.1991,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_018.jsonl,68280,66819,13306,0.9786,0.1949,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_019.jsonl,73810,68279,13306,0.9251,0.1803,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_020.jsonl,78422,73809,13306,0.9412,0.1697,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_021.jsonl,85830,78421,13306,0.9137,0.155,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_022.jsonl,86091,85829,13306,0.997,0.1546,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_023.jsonl,86297,86090,13306,0.9976,0.1542,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_024.jsonl,86423,86296,13306,0.9985,0.154,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_025.jsonl,86545,86422,13306,0.9986,0.1537,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_026.jsonl,86674,86544,13306,0.9985,0.1535,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_027.jsonl,93158,86673,13306,0.9304,0.1428,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_028.jsonl,117686,93157,13306,0.7916,0.1131,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_029.jsonl,118504,117685,13306,0.9931,0.1123,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_030.jsonl,118772,118503,13306,0.9977,0.112,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_031.jsonl,119035,118771,13306,0.9978,0.1118,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_032.jsonl,119301,119034,13306,0.9978,0.1115,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_033.jsonl,119406,119300,13306,0.9991,0.1114,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_034.jsonl,119501,119405,13306,0.9992,0.1113,1923d55bebc4ec7d8b70e5814c2ab9af,
../../conversations_split_split/conversation_134_035.jsonl,119598,119500,13306,0.9992,0.1113,1923d55bebc4ec7d8b70e5814c2ab9af,
